species,specimen,id,region,catalog,SL,image_area,x,y,direction,diameter,angle,type,diameter_SL
Pmic,Pmic1,Pmic1_R3,R3,MCZ53256,170.82,36.374322,5.053,1.32,ventral,0.18,-84.511,minute,0.001053741
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,6.298,4.777,ventral,0.179,-98.13,minute,0.003190162
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,5.131,4.356,ventral,0.179,-106.39,minute,0.003190162
Anig,Anig3,Anig3_R2,R2,MCZ52845,49.14,14.598325,2.193,3.394,ventral,0.179,-93.27,minute,0.003642654
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,4.374,4.117,ventral,0.179,-109.972,minute,0.002203619
Ebar,Ebar2,Ebar2_R3,R3,MCZ148300,126.32,35.724308,4.727,3.216,ventral,0.179,-79.762,minute,0.001417036
Mbar,Mbar2,Mbar2_R3,R3,MCZ163113,218.65,36.56124,6.146,0.965,ventral,0.179,-68.923,minute,0.00081866
Sboa,Sboa3,Sboa3_R1,R1,MCZ129188,114.18,36.713055,4.524,1.509,ventral,0.179,-123.336,minute,0.0015677
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,4.981,3.734,ventral,0.178,-98.13,minute,0.00317234
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,4.333,2.144,ventral,0.178,-88.363,minute,0.00317234
Anig,Anig3,Anig3_R2,R2,MCZ52845,49.14,14.598325,0.907,0.587,ventral,0.178,-90,minute,0.003622304
Ebar,Ebar1,Ebar1_R3,R3,MCZ148300,136.59,35.863574,3.147,2.007,ventral,0.178,-78.578,minute,0.00130317
Mbar,Mbar2,Mbar2_R2,R2,MCZ163113,218.65,34.369917,0.582,0.602,,0.178,NA,minute,0.000814086
Mbar,Mbar2,Mbar2_R3,R3,MCZ163113,218.65,36.56124,1.51,3.359,ventral,0.178,-76.963,minute,0.000814086
Anig,Anig1,Anig1_R2,R2,MCZ52845,47.9,24.555973,5.885,1.831,ventral,0.177,-90,minute,0.003695198
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,4.553,4.688,ventral,0.177,-106.39,minute,0.003154518
Anig,Anig3,Anig3_R2,R2,MCZ52845,49.14,14.598325,1.425,2.457,ventral,0.177,-94.899,minute,0.003601954
Ebar,Ebar2,Ebar2_R3,R3,MCZ148300,126.32,35.724308,0.326,0.323,ventral,0.177,-65.135,minute,0.001401203
Ebar,Ebar2,Ebar2_R3,R3,MCZ148300,126.32,35.724308,0.703,4.952,ventral,0.177,-91.721,minute,0.001401203
Sboa,Sboa2,Sboa2_R2,R2,MCZ129188,164.68,31.444524,3.138,4.093,ventral,0.177,-105.066,minute,0.001074812
Sboa,Sboa2,Sboa2_R2,R2,MCZ129188,164.68,31.444524,5.129,1.511,ventral,0.177,-101.796,minute,0.001074812
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,3.93,4.238,ventral,0.176,-98.13,minute,0.003136696
Anig,Anig3,Anig3_R2,R2,MCZ52845,49.14,14.598325,0.421,1.361,ventral,0.176,-94.899,minute,0.003581604
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,2.902,4.031,ventral,0.176,-121.698,minute,0.001785895
Mbar,Mbar2,Mbar2_R3,R3,MCZ163113,218.65,36.56124,1.278,4.714,ventral,0.176,-144.412,minute,0.000804939
Mbar,Mbar2,Mbar2_R3,R3,MCZ163113,218.65,36.56124,6.462,4.986,ventral,0.176,-111.197,minute,0.000804939
Mbar,Mbar3,Mbar3_R2,R2,MCZ132343,225.67,36.385114,0.83,0.844,,0.176,NA,minute,0.0007799
Anig,Anig1,Anig1_R2,R2,MCZ52845,47.9,24.555973,4.615,4.073,ventral,0.175,-90,minute,0.003653445
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,5.859,3.946,ventral,0.175,-103.627,minute,0.003118874
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,4.678,5.009,ventral,0.175,-98.366,minute,0.003118874
Anig,Anig3,Anig3_R2,R2,MCZ52845,49.14,14.598325,1.89,3.18,ventral,0.175,-88.363,minute,0.003561254
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,0.851,2.31,ventral,0.175,-120.069,minute,0.001775748
Pmic,Pmic2,Pmic2_R2,R2,MCZ58801,66.5,19.096749,2.131,3.52,ventral,0.175,-93.27,serial,0.002631579
Sboa,Sboa1,Sboa1_R1,R1,MCZ129188,161.74,36.410932,4.285,0.728,ventral,0.175,-113.466,minute,0.001081983
Sboa,Sboa3,Sboa3_R1,R1,MCZ129188,114.18,36.713055,4.224,3.805,ventral,0.175,-120.156,minute,0.001532668
Sboa,Sboa4,Sboa4_R2,R2,MCZ129188,146.84,35.890031,1.903,4.127,ventral,0.175,-99.56,minute,0.001191773
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,4.071,3.892,ventral,0.174,-93.366,minute,0.003101052
Anig,Anig1,Anig1_R2,R2,MCZ52845,47.9,24.555973,4.236,4.266,ventral,0.173,-90,minute,0.003611691
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,5.127,0.66,ventral,0.173,-86.634,minute,0.003083229
Ebar,Ebar1,Ebar1_R3,R3,MCZ148300,136.59,35.863574,0.703,5.147,ventral,0.173,-70.212,minute,0.001266564
Ebar,Ebar2,Ebar2_R3,R3,MCZ148300,126.32,35.724308,4.902,3.791,ventral,0.173,-92.217,minute,0.001369538
Mbar,Mbar2,Mbar2_R3,R3,MCZ163113,218.65,36.56124,0.666,1.22,ventral,0.173,-61.798,minute,0.000791219
Pgue,Pgue2,Pgue2_R3,R3,MCZ131481,95.75,28.476474,0.624,2.579,ventral,0.173,-103.627,serial,0.001806789
Sboa,Sboa2,Sboa2_R2,R2,MCZ129188,164.68,31.444524,4.447,1.041,ventral,0.173,-108.506,minute,0.001050522
Anig,Anig1,Anig1_R2,R2,MCZ52845,47.9,24.555973,6.719,2.826,ventral,0.172,-84.958,minute,0.003590814
Anig,Anig1,Anig1_R2,R2,MCZ52845,47.9,24.555973,6.045,3.929,ventral,0.172,-86.634,minute,0.003590814
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,6.317,4.365,ventral,0.172,-101.976,minute,0.003065407
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,4.7,2.28,ventral,0.172,-93.366,minute,0.003065407
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,3.801,4.077,ventral,0.172,-121.841,minute,0.001745307
Mbar,Mbar2,Mbar2_R3,R3,MCZ163113,218.65,36.56124,5.383,3.482,ventral,0.172,-100.789,minute,0.000786645
Pmic,Pmic1,Pmic1_R3,R3,MCZ53256,170.82,36.374322,0.877,1.494,ventral,0.172,-92.536,minute,0.001006908
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,5.588,4.198,ventral,0.171,-103.627,minute,0.003047585
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,4.309,3.493,ventral,0.171,-95.042,minute,0.003047585
Ebar,Ebar1,Ebar1_R3,R3,MCZ148300,136.59,35.863574,6.63,0.615,ventral,0.171,-62.869,minute,0.001251922
Ebar,Ebar1,Ebar1_R3,R3,MCZ148300,136.59,35.863574,0.161,1.927,ventral,0.171,-50.506,minute,0.001251922
Ebar,Ebar2,Ebar2_R3,R3,MCZ148300,126.32,35.724308,1.247,4.899,ventral,0.171,-62.887,minute,0.001353705
Pmic,Pmic3,Pmic3_R1,R1,MCZ70579,66.52,16.535064,0.679,2.392,ventral,0.171,-78.024,minute,0.002570655
Sboa,Sboa2,Sboa2_R1,R1,MCZ129188,164.68,36.425522,1.583,0.691,ventral,0.171,-81.384,minute,0.001038377
Anig,Anig1,Anig1_R2,R2,MCZ52845,47.9,24.555973,6.577,4.314,ventral,0.17,-91.736,minute,0.003549061
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,6.581,3.084,ventral,0.17,-93.366,minute,0.003029763
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,5.654,2.938,ventral,0.17,-93.468,minute,0.003029763
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,4.695,4.153,ventral,0.17,-101.976,minute,0.003029763
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,4.77,2.785,ventral,0.17,-91.736,minute,0.003029763
Mbar,Mbar2,Mbar2_R2,R2,MCZ163113,218.65,34.369917,3.695,1.022,,0.17,NA,minute,0.000777498
Anig,Anig1,Anig1_R2,R2,MCZ52845,47.9,24.555973,6.474,2.526,ventral,0.169,-95.042,minute,0.003528184
Anig,Anig1,Anig1_R2,R2,MCZ52845,47.9,24.555973,6.035,3.618,ventral,0.169,-86.532,minute,0.003528184
Anig,Anig1,Anig1_R2,R2,MCZ52845,47.9,24.555973,4.881,1.993,ventral,0.169,-96.911,minute,0.003528184
Anig,Anig1,Anig1_R2,R2,MCZ52845,47.9,24.555973,5.164,2.205,ventral,0.169,-100.305,minute,0.003528184
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,5.952,1.735,ventral,0.169,-93.366,minute,0.003011941
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,3.89,2.971,ventral,0.169,-90,minute,0.003011941
Anig,Anig3,Anig3_R2,R2,MCZ52845,49.14,14.598325,0.239,0.956,ventral,0.169,-95.194,minute,0.003439153
Anig,Anig3,Anig3_R2,R2,MCZ52845,49.14,14.598325,2.642,2.411,ventral,0.169,-96.911,minute,0.003439153
Sboa,Sboa1,Sboa1_R1,R1,MCZ129188,161.74,36.410932,1.769,0.788,ventral,0.169,-116.906,minute,0.001044887
Sboa,Sboa1,Sboa1_R1,R1,MCZ129188,161.74,36.410932,2.105,3.498,ventral,0.169,-106.728,minute,0.001044887
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,5.593,1.154,ventral,0.168,-88.315,minute,0.002994119
Ebar,Ebar1,Ebar1_R3,R3,MCZ148300,136.59,35.863574,3.873,5.08,ventral,0.168,-75.212,minute,0.001229958
Mbar,Mbar2,Mbar2_R2,R2,MCZ163113,218.65,34.369917,2.3,2,,0.168,NA,minute,0.000768351
Mbar,Mbar2,Mbar2_R3,R3,MCZ163113,218.65,36.56124,4.351,1.705,ventral,0.168,-64.524,minute,0.000768351
Sboa,Sboa1,Sboa1_R2,R2,MCZ129188,161.74,31.986293,0.643,1.142,ventral,0.168,-90,minute,0.001038704
Sboa,Sboa1,Sboa1_R2,R2,MCZ129188,161.74,31.986293,6.623,3.722,ventral,0.168,-90,minute,0.001038704
Sboa,Sboa3,Sboa3_R1,R1,MCZ129188,114.18,36.713055,5.824,3.707,ventral,0.168,-118.42,minute,0.001471361
Anig,Anig1,Anig1_R2,R2,MCZ52845,47.9,24.555973,4.841,4.564,ventral,0.167,-90,minute,0.00348643
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,4.215,2.575,ventral,0.167,-91.736,minute,0.002976297
Anig,Anig3,Anig3_R2,R2,MCZ52845,49.14,14.598325,0.633,4.462,ventral,0.167,-90,minute,0.003398453
Anig,Anig3,Anig3_R2,R2,MCZ52845,49.14,14.598325,2.319,0.899,ventral,0.167,-93.468,minute,0.003398453
Mbar,Mbar1,Mbar1_R2,R2,MCZ132342,247.86,31.273812,4.422,2.087,,0.167,NA,minute,0.000673767
Anig,Anig1,Anig1_R2,R2,MCZ52845,47.9,24.555973,5.637,3.746,ventral,0.166,-95.194,minute,0.003465553
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,6.199,3.722,ventral,0.166,-96.911,minute,0.002958474
Bmet,Bmet2,Bmet2_R2,R2,MCZ84813,108.78,16.361625,2.144,0.155,ventral,0.166,-25.116,minute,0.001526016
Ebar,Ebar2,Ebar2_R3,R3,MCZ148300,126.32,35.724308,5.995,1.042,ventral,0.166,-104.608,minute,0.001314123
Mbar,Mbar2,Mbar2_R3,R3,MCZ163113,218.65,36.56124,5.396,0.646,ventral,0.166,-66.197,minute,0.000759204
Sboa,Sboa2,Sboa2_R1,R1,MCZ129188,164.68,36.425522,1.031,3.145,ventral,0.166,-95.194,minute,0.001008016
Anig,Anig1,Anig1_R2,R2,MCZ52845,47.9,24.555973,4.091,2.503,ventral,0.165,-95.194,minute,0.003444676
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,4.33,1.597,ventral,0.165,-88.21,minute,0.002940652
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,4.718,0.214,ventral,0.165,-91.736,minute,0.002940652
Anig,Anig3,Anig3_R2,R2,MCZ52845,49.14,14.598325,2.457,4.459,ventral,0.165,-91.79,minute,0.003357753
Anig,Anig3,Anig3_R2,R2,MCZ52845,49.14,14.598325,2.724,0.421,ventral,0.165,-98.881,minute,0.003357753
Ebar,Ebar2,Ebar2_R3,R3,MCZ148300,126.32,35.724308,2.942,1.701,ventral,0.165,-71.287,minute,0.001306206
Mbar,Mbar1,Mbar1_R3,R3,MCZ132342,247.86,35.00487,3.856,0.225,ventral,0.165,-139.905,minute,0.000665698
Mbar,Mbar2,Mbar2_R2,R2,MCZ163113,218.65,34.369917,6.435,2.362,,0.165,NA,minute,0.000754631
Pmic,Pmic3,Pmic3_R1,R1,MCZ70579,66.52,16.535064,2,2.197,ventral,0.165,-86.424,minute,0.002480457
Sboa,Sboa1,Sboa1_R2,R2,MCZ129188,161.74,31.986293,4.32,0.307,ventral,0.165,-86.424,minute,0.001020156
Sboa,Sboa2,Sboa2_R1,R1,MCZ129188,164.68,36.425522,1.017,2.777,ventral,0.165,-90,minute,0.001001943
Sboa,Sboa2,Sboa2_R2,R2,MCZ129188,164.68,31.444524,4.396,1.41,ventral,0.165,-119.675,minute,0.001001943
Sboa,Sboa3,Sboa3_R1,R1,MCZ129188,114.18,36.713055,6.859,3.978,ventral,0.165,-130.776,minute,0.001445087
Ebar,Ebar1,Ebar1_R3,R3,MCZ148300,136.59,35.863574,0.306,0.454,ventral,0.164,-44.888,minute,0.001200674
Fbou,Fbou1,Fbou1_R3,R3,MCZ70491,228.03,22.664012,2.512,3.011,ventral,0.164,-111.552,minute,0.000719204
Mbar,Mbar3,Mbar3_R3,R3,MCZ132343,225.67,36.435,5.174,3.09,ventral,0.164,-78.071,minute,0.000726725
Anig,Anig1,Anig1_R2,R2,MCZ52845,47.9,24.555973,5.575,1.132,ventral,0.163,-91.736,minute,0.003402923
Anig,Anig1,Anig1_R2,R2,MCZ52845,47.9,24.555973,5.735,3.399,ventral,0.163,-100.62,minute,0.003402923
Anig,Anig1,Anig1_R2,R2,MCZ52845,47.9,24.555973,5.621,4.164,ventral,0.163,-90,minute,0.003402923
Anig,Anig1,Anig1_R2,R2,MCZ52845,47.9,24.555973,4.43,2.917,ventral,0.163,-97.125,minute,0.003402923
Anig,Anig1,Anig1_R2,R2,MCZ52845,47.9,24.555973,4.374,4.792,ventral,0.163,-90,minute,0.003402923
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,6.556,1.779,ventral,0.163,-91.79,minute,0.002905008
Sboa,Sboa1,Sboa1_R1,R1,MCZ129188,161.74,36.410932,1.58,3.653,ventral,0.163,-103.071,minute,0.00100779
Sboa,Sboa2,Sboa2_R2,R2,MCZ129188,164.68,31.444524,3.234,3.911,ventral,0.163,-94.671,minute,0.000989798
Anig,Anig1,Anig1_R2,R2,MCZ52845,47.9,24.555973,4.261,3.679,ventral,0.162,-91.79,minute,0.003382046
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,4.723,3.28,ventral,0.162,-98.881,minute,0.002887186
Anig,Anig3,Anig3_R2,R2,MCZ52845,49.14,14.598325,1.434,4.804,ventral,0.162,-95.356,minute,0.003296703
Ebar,Ebar1,Ebar1_R3,R3,MCZ148300,136.59,35.863574,4.283,4.956,ventral,0.162,-32.305,minute,0.001186031
Ebar,Ebar2,Ebar2_R3,R3,MCZ148300,126.32,35.724308,1.644,4.811,ventral,0.162,-85.817,minute,0.001282457
Mbar,Mbar3,Mbar3_R3,R3,MCZ132343,225.67,36.435,5.208,2.303,ventral,0.162,-74.228,minute,0.000717862
Ncap,Ncap3,Ncap3_R2,R2,MCZ41125,100.26,36.597561,3.618,2.05,ventral,0.162,-108.707,minute,0.001615799
Ebar,Ebar2,Ebar2_R3,R3,MCZ148300,126.32,35.724308,2.579,4.586,ventral,0.161,-104.608,minute,0.001274541
Mbar,Mbar4,Mbar4_R2,R2,MCZ64833,117.13,36.587376,4.129,4.149,ventral,0.161,-112.015,minute,0.001374541
Anig,Anig1,Anig1_R2,R2,MCZ52845,47.9,24.555973,5.221,0.355,ventral,0.16,-90,minute,0.003340292
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,3.408,1.59,ventral,0.16,-15.893,minute,0.001969716
Pgue,Pgue2,Pgue2_R1,R1,MCZ131481,95.75,34.99393,4.316,1.973,ventral,0.16,-88.078,serial,0.001671018
Sboa,Sboa1,Sboa1_R1,R1,MCZ129188,161.74,36.410932,4.191,2.857,ventral,0.16,-83.631,minute,0.000989242
Sboa,Sboa2,Sboa2_R1,R1,MCZ129188,164.68,36.425522,3.894,3.406,ventral,0.16,-82.875,minute,0.000971581
Ifas,Ifas1,Ifas1_R3,R3,MCZ149522,276.64,22.06386,2.175,1.281,ventral,0.159,-97.773,minute,0.000574754
Anig,Anig1,Anig1_R2,R2,MCZ52845,47.9,24.555973,5.444,2.69,ventral,0.159,-100.954,minute,0.003319415
Anig,Anig3,Anig3_R2,R2,MCZ52845,49.14,14.598325,2.485,4.917,ventral,0.159,-95.528,minute,0.003235653
Ebar,Ebar1,Ebar1_R3,R3,MCZ148300,136.59,35.863574,5,4.976,ventral,0.159,-71.226,minute,0.001164068
Ebar,Ebar2,Ebar2_R3,R3,MCZ148300,126.32,35.724308,4.179,4.946,ventral,0.159,-87.587,minute,0.001258708
Fbou,Fbou2,Fbou2_R3,R3,MCZ53252,123.79,32.925747,1.98,3.244,ventral,0.159,-86.424,serial,0.001284433
Ncap,Ncap3,Ncap3_R2,R2,MCZ41125,100.26,36.597561,2.403,1.185,ventral,0.159,-119.635,minute,0.001585877
Pgue,Pgue1,Pgue1_R3,R3,MCZ131481,95.69,36.162,6.44,3.98,ventral,0.159,-94.942,minute,0.001661616
Pgue,Pgue5,Pgue5_R3,R3,MCZ131477,106.07,36.592398,1.035,4.876,ventral,0.159,-85.875,serial,0.00149901
Sboa,Sboa2,Sboa2_R1,R1,MCZ129188,164.68,36.425522,4.457,0.798,ventral,0.159,-108.435,minute,0.000965509
Anig,Anig3,Anig3_R2,R2,MCZ52845,49.14,14.598325,1.949,4.801,ventral,0.158,-91.848,minute,0.003215303
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,2.663,2.848,ventral,0.158,-116.799,minute,0.001603247
Cslo,Cslo2,Cslo2_R2,R2,MCZ128578,140.42,36.73425,4.876,2.238,ventral,0.158,-88.825,minute,0.001125196
Pgue,Pgue2,Pgue2_R3,R3,MCZ131481,95.75,28.476474,5.204,2.391,ventral,0.158,-73.301,serial,0.001650131
Ifas,Ifas1,Ifas1_R3,R3,MCZ149522,276.64,22.06386,4.582,0.961,ventral,0.157,-93.967,minute,0.000567525
Anig,Anig1,Anig1_R2,R2,MCZ52845,47.9,24.555973,5.718,2.996,ventral,0.157,-100.954,minute,0.003277662
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,5.797,3.448,ventral,0.157,-91.848,minute,0.002798075
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,4.054,1.151,ventral,0.157,-100.954,minute,0.002798075
Anig,Anig3,Anig3_R2,R2,MCZ52845,49.14,14.598325,2.324,4.057,ventral,0.157,-84.472,minute,0.003194953
Sboa,Sboa2,Sboa2_R1,R1,MCZ129188,164.68,36.425522,1.452,0.266,ventral,0.157,-80.838,minute,0.000953364
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,6.138,0.222,ventral,0.156,-95.528,minute,0.002780253
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,5.359,1.538,ventral,0.156,-101.31,minute,0.002780253
Anig,Anig3,Anig3_R2,R2,MCZ52845,49.14,14.598325,0.323,2.682,ventral,0.156,-91.848,minute,0.003174603
Ebar,Ebar1,Ebar1_R3,R3,MCZ148300,136.59,35.863574,1.95,5.117,ventral,0.156,-46.97,minute,0.001142104
Mbar,Mbar3,Mbar3_R2,R2,MCZ132343,225.67,36.385114,1.422,2.048,,0.156,NA,minute,0.000691275
Mbar,Mbar4,Mbar4_R2,R2,MCZ64833,117.13,36.587376,3.386,4.162,ventral,0.156,-117.577,minute,0.001331853
Sboa,Sboa1,Sboa1_R1,R1,MCZ129188,161.74,36.410932,0.839,3.648,ventral,0.156,-102.844,minute,0.000964511
Ifas,Ifas1,Ifas1_R3,R3,MCZ149522,276.64,22.06386,6.197,3.591,ventral,0.155,-118.551,minute,0.000560295
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,6.605,0.937,ventral,0.155,-88.152,minute,0.002762431
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,5.178,3.056,ventral,0.155,-91.909,minute,0.002762431
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,4.866,1.604,ventral,0.155,-91.848,minute,0.002762431
Anig,Anig3,Anig3_R2,R2,MCZ52845,49.14,14.598325,0.973,4.084,ventral,0.155,-91.909,minute,0.003154253
Anig,Anig3,Anig3_R2,R2,MCZ52845,49.14,14.598325,0.688,3.36,ventral,0.155,-90,minute,0.003154253
Ebar,Ebar2,Ebar2_R3,R3,MCZ148300,126.32,35.724308,6.499,0.252,ventral,0.155,-78.554,minute,0.001227042
Ncap,Ncap3,Ncap3_R2,R2,MCZ41125,100.26,36.597561,0.973,2.006,ventral,0.155,-112.283,minute,0.00154598
Pgue,Pgue2,Pgue2_R1,R1,MCZ131481,95.75,34.99393,5.328,2.364,ventral,0.155,-106.362,serial,0.001618799
Sboa,Sboa1,Sboa1_R2,R2,MCZ129188,161.74,31.986293,4.276,0.859,ventral,0.155,-88.152,minute,0.000958328
Sboa,Sboa2,Sboa2_R2,R2,MCZ129188,164.68,31.444524,0.652,1.066,ventral,0.155,-113.106,minute,0.000941219
Anig,Anig1,Anig1_R2,R2,MCZ52845,47.9,24.555973,4.393,3.318,ventral,0.154,-91.909,minute,0.003215031
Anig,Anig3,Anig3_R2,R2,MCZ52845,49.14,14.598325,1.984,4.395,ventral,0.154,-95.711,minute,0.003133903
Anig,Anig3,Anig3_R2,R2,MCZ52845,49.14,14.598325,2.728,1.282,ventral,0.154,-97.595,minute,0.003133903
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,1.368,1.385,ventral,0.154,-105.489,minute,0.001562659
Anig,Anig1,Anig1_R2,R2,MCZ52845,47.9,24.555973,4.713,3.502,ventral,0.153,-91.909,minute,0.003194154
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,6.547,3.556,ventral,0.153,-90,minute,0.002726787
Anig,Anig3,Anig3_R2,R2,MCZ52845,49.14,14.598325,1.24,3.296,ventral,0.153,-88.091,minute,0.003113553
Anig,Anig3,Anig3_R2,R2,MCZ52845,49.14,14.598325,1.477,0.402,ventral,0.153,-93.691,minute,0.003113553
Anig,Anig3,Anig3_R2,R2,MCZ52845,49.14,14.598325,2.048,3.993,ventral,0.153,-93.814,minute,0.003113553
Anig,Anig3,Anig3_R2,R2,MCZ52845,49.14,14.598325,1.693,2.783,ventral,0.153,-88.152,minute,0.003113553
Mbar,Mbar2,Mbar2_R3,R3,MCZ163113,218.65,36.56124,0.948,2.031,ventral,0.153,-64.811,minute,0.000699748
Pgue,Pgue5,Pgue5_R3,R3,MCZ131477,106.07,36.592398,2.401,4.829,ventral,0.153,-87.289,serial,0.001442444
Anig,Anig1,Anig1_R2,R2,MCZ52845,47.9,24.555973,6.247,3.074,ventral,0.152,-107.819,minute,0.003173278
Anig,Anig3,Anig3_R2,R2,MCZ52845,49.14,14.598325,1.042,4.456,ventral,0.152,-93.814,minute,0.003093203
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,3.366,2.189,ventral,0.152,-140.761,minute,0.001542364
Fbou,Fbou1,Fbou1_R3,R3,MCZ70491,228.03,22.664012,5.24,3.012,ventral,0.152,-109.256,minute,0.000666579
Mbar,Mbar1,Mbar1_R3,R3,MCZ132342,247.86,35.00487,2.629,1.378,ventral,0.152,-95.069,minute,0.000613249
Mbar,Mbar2,Mbar2_R2,R2,MCZ163113,218.65,34.369917,4.122,2.543,,0.152,NA,minute,0.000695175
Sboa,Sboa1,Sboa1_R2,R2,MCZ129188,161.74,31.986293,5.695,3.727,ventral,0.152,-86.186,minute,0.00093978
Sboa,Sboa3,Sboa3_R1,R1,MCZ129188,114.18,36.713055,3.732,3.606,ventral,0.152,-122.065,minute,0.001331231
Sboa,Sboa3,Sboa3_R2,R2,MCZ129188,114.18,31.747851,0.792,2.779,ventral,0.152,-101.662,minute,0.001331231
Sboa,Sboa4,Sboa4_R2,R2,MCZ129188,146.84,35.890031,5.917,5.066,ventral,0.152,-101.469,minute,0.00103514
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,6.608,0.937,ventral,0.151,-91.909,minute,0.002691142
Anig,Anig3,Anig3_R2,R2,MCZ52845,49.14,14.598325,0.246,3.13,ventral,0.151,-101.31,minute,0.003072853
Mbar,Mbar1,Mbar1_R3,R3,MCZ132342,247.86,35.00487,6.617,0.329,ventral,0.151,-35.521,minute,0.000609215
Mbar,Mbar2,Mbar2_R2,R2,MCZ163113,218.65,34.369917,5.339,2.157,,0.151,NA,minute,0.000690601
Mbar,Mbar4,Mbar4_R2,R2,MCZ64833,117.13,36.587376,5.995,4.253,ventral,0.151,-106.411,minute,0.001289166
Ncap,Ncap3,Ncap3_R2,R2,MCZ41125,100.26,36.597561,4.489,0.357,ventral,0.151,-122.065,minute,0.001506084
Pmic,Pmic3,Pmic3_R1,R1,MCZ70579,66.52,16.535064,2.313,3.317,ventral,0.151,-88.091,minute,0.002269994
Anig,Anig1,Anig1_R2,R2,MCZ52845,47.9,24.555973,4.068,0.854,ventral,0.15,-75.964,minute,0.003131524
Anig,Anig1,Anig1_R2,R2,MCZ52845,47.9,24.555973,5.11,4.994,ventral,0.15,-74.578,minute,0.003131524
Mbar,Mbar2,Mbar2_R2,R2,MCZ163113,218.65,34.369917,0.699,2.249,,0.15,NA,minute,0.000686028
Sboa,Sboa1,Sboa1_R2,R2,MCZ129188,161.74,31.986293,0.674,0.583,ventral,0.15,-82.147,minute,0.000927414
Sboa,Sboa4,Sboa4_R2,R2,MCZ129188,146.84,35.890031,1.883,2.08,ventral,0.15,-85.99,minute,0.00102152
Ebar,Ebar2,Ebar2_R3,R3,MCZ148300,126.32,35.724308,5.709,2.3,ventral,0.149,-107.482,minute,0.001179544
Mbar,Mbar3,Mbar3_R3,R3,MCZ132343,225.67,36.435,2.374,3.187,ventral,0.149,-73.382,minute,0.000660256
Anig,Anig1,Anig1_R2,R2,MCZ52845,47.9,24.555973,6.053,4.472,ventral,0.148,-88.025,minute,0.00308977
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,5.215,3.416,ventral,0.148,-93.945,minute,0.002637676
Anig,Anig3,Anig3_R2,R2,MCZ52845,49.14,14.598325,0.703,4.023,ventral,0.148,-88.091,minute,0.003011803
